id,value
670,12890445.237402856
672,12367418.517692698
677,12597325.325014021
680,11300896.203484042
695,9119759.329798732
705,8417299.390041139
713,5863021.763569273
716,4133021.449600408
717,6492570.038388611
720,14912147.070856309
723,13424059.130423203
725,16236064.327720251
731,7885181.897818409
733,7885181.897818409
734,12014450.626738068
738,13777461.3480143
740,11779601.741404671
743,13280650.913153647
747,13912341.896461546
750,12813878.714727318
752,11516065.038007207
753,8654512.947142443
756,9954298.381585782
758,9851272.078913443
768,16971066.525750928
770,11465447.798189351
772,9818706.182456732
773,11060829.037611347
791,12363051.156913657
793,13771845.353453072
794,9835080.140706804
798,11299877.194675583
799,8321302.671447368
801,14426287.253418386
804,13520088.056654364
805,11790462.02797738
811,9969971.356646396
822,11735421.332607802
824,11867895.786277656
827,11001073.597439036
828,10155643.7375724
832,10336145.174143579
837,12349869.221261518
844,9892303.736316014
851,8851386.530240953
852,9487842.505862478
854,9881985.382131873
856,11793842.29893319
860,10337721.47462996
867,6662176.671363913
877,9494506.50870427
880,6514982.130316468
883,9931633.127386061
885,7845882.578834398
889,11279835.506830277
891,7546772.727176014
894,3695882.4358520187
897,9279943.747999156
898,8897122.988584608
899,4604546.218133736
904,9666662.294233939
906,9768689.337951967
907,7531669.540549584
910,7864996.529423788
915,940397.5963986883
917,8889090.472030936
919,10801652.20340574
925,6744764.838987257
928,6407177.409660258
940,3459449.0210391576
945,9723361.569410373
946,8179303.770294069
951,8115474.365055259
953,11144724.9182133
959,4325857.027617158
961,7087273.104379538
963,5980047.98880579
965,5472319.139623982
971,4927167.87186643
973,6402478.290548528
983,4224014.061771189
985,8845917.700834978
997,5649083.440712173
998,6020461.309509785
999,8284621.3189010685
1004,2824956.651651526
1012,6052447.315996523
1014,11439553.909482397
1021,4937054.744191683
1024,9545228.759049518
1028,10371557.740297295
1034,7518341.759693347
1037,5986777.073218908
1038,12709515.755957996
1041,7882167.43985115
1043,6807158.503803667
1044,12862439.221054962
1048,11925000.327418402
1054,16776747.241306365
1058,8519486.4375093
1059,6229410.222127154
1061,10763326.733146401
1068,2862505.6153127598
1070,5852250.880536927
1075,11059240.41929528
1076,3417911.892937498
1078,7834136.714187572
1080,7460787.667879888
1082,13424254.93343806
1084,2313955.207012741
1085,6402478.290548528
1088,11032537.043504413
1091,10817293.233137745
1094,13228190.79652569
1096,8676937.778505404
1099,8672411.418877583
1101,8810791.023310313
1103,8728775.895912437
1107,9800902.064838815
1108,9095372.138149925
1110,7126970.731600787
1117,8827593.993017422
1119,9581069.751706742
1120,8665792.842695896
1122,7042542.69709645
1130,16397967.108945673
1136,14819793.916451808
1137,7206824.78269651
1139,11083260.897268416
1140,10386935.623495424
1141,12106452.163116282
1144,9204774.430399891
1148,8197250.53654371
1165,8343144.088835623
1168,14516666.515151814
1174,10234473.753220152
1179,9133224.14597068
1187,10033022.337189525
1188,8960093.481909454
1190,2850322.255311259
1196,7439094.371838314
1197,4294594.334544364
1200,8775002.446345182
1201,9919497.643135907
1203,5157341.330722024
1205,8256435.863921455
1208,8216139.54743771
1212,7638095.661517594
1213,7366027.673072185
1214,10022060.503270926
1217,7330533.061944208
1224,5960932.447372127
1228,10069581.039075807
1229,6570608.033753469
1239,7314821.130453604
1240,7324219.004015124
1247,10695272.028278831
1259,12116491.303643245
1261,8612219.802513584
1265,9646153.61138176
1268,7989995.374079134
1269,649684.9782715521
1271,13236717.970475191
1274,8081061.242484399
1275,7673512.209918825
1276,9594705.867391266
1277,3355268.719711012
1278,8279927.039800349
1288,6263405.980873322
1291,7127919.743395433
1296,8554952.221793385
1297,7627214.92607113
1302,12559502.816527365
1304,9738776.634056998
1306,7724025.00844252
1307,3223269.822613525
1309,2355093.1365485736
1310,8054378.082363907
1314,6581067.875607316
1316,8207755.65976227
1317,13678395.637608865
1323,5367929.16469782
1324,7440083.582147193
1325,8179076.790962098
1326,1894291.4936173458
1331,5058924.7707088785
1333,6230518.273967947
1334,7724025.00844252
1335,7210377.393675224
1337,8170512.709362462
1347,10570614.830955613
1348,5537863.888299536
1354,7714137.227633492
1355,4864108.354315322
1358,10087405.755931353
1362,9097925.186952585
1363,5939806.021872566
1375,7817101.123488643
1377,8484202.195741754
1380,10993374.88447166
1382,6978503.625810183
1391,4821058.3324973425
1397,6329951.122095684
1400,7318925.077988585
1401,6890613.625596884
1405,12100114.996998008
1408,6585125.956609266
1409,7227304.232852544
1411,7070507.895908749
1417,5090786.3948596
1420,13196387.156976255
1421,9330606.117729355
1425,5956114.204556553
1428,5525307.820090908
1431,10138005.756755035
1436,7217498.361380457
1448,5575395.136958274
1450,6330982.499255311
1458,6588726.193725663
1459,10659063.294547847
1463,5551191.026360965
1471,10864327.334254663
1473,7704039.961421848
1474,6991760.826872344
1476,10236756.205314508
1482,7225123.135731458
1487,7301754.747227621
1491,9671207.66485184
1496,4566426.891202067
1497,8602286.170449466
1498,10269310.350517368
1504,9082938.876524879
1507,9102533.86306069
1509,7314821.356485201
1513,6130419.776284287
1518,6580213.083996921
1519,5369257.311233856
1522,7722666.554733629
1532,8470387.851260973
1534,13318692.676378798
1538,8279695.756773076
1542,6851826.8218983505
1544,6855656.681129383
1549,7555322.975890482
1558,7561119.666994444
1562,6540870.682889737
1563,6138934.548407769
1564,7556187.045391672
1565,3734865.6012388445
1568,5070326.618241543
1569,6901406.707129717
1570,4947579.8712291075
1573,5330894.465599596
1574,6591673.6756887175
1578,6354662.345074593
1580,9425355.252619576
1581,2429881.2106615556
1585,6344407.188676193
1591,2759518.6753601683
1598,5386170.427261694
1600,7043688.7619163385
1609,7014008.8299808
1614,7058731.711271124
1619,7058731.711271124
1628,6840897.9198862435
1630,6976675.765412142
1633,5935288.654183193
1638,6165433.040244513
1651,2447456.883143953
1652,7071909.889848929
1659,5943201.42124841
1663,6523057.107988378
1667,1703459.0685309053
1668,6931612.582446116
1670,8200956.053792325
1671,8746206.14815705
1675,5727454.25673104
1678,6450135.524428422
1681,7099575.1166519085
1683,6289957.694169823
1687,7276303.415233096
1689,8633501.24634713
1690,6859417.029778975
1697,9555227.077389942
1700,6214526.3319345815
1711,6550148.944736516
1713,4876851.735135285
1720,6178110.528876761
1723,10213578.916972985
1729,7932691.258918342
1730,6601090.928965631
1735,8396933.650169058
1736,6987782.224704915
1737,5073392.505299047
1738,6288391.468246401
1741,7925431.829505688
1747,8665444.33744956
1753,6224441.0741255935
1755,6882338.011775018
1764,5252749.271801863
1766,9268056.781583924
1770,2744270.3124351017
1775,4587410.69936684
1776,5935288.654183193
1783,7284155.363190707
1789,8060556.117276549
1794,6931612.582446116
1795,5440541.368059472
1799,9469122.423516054
1802,5287152.4329940835
1805,540523.3926295899
1808,8029483.600364339
1811,5287235.303386442
1812,8086466.34931431
1813,7827244.82663532
1816,7278845.290923795
1817,8553337.154525934
1820,845911.6537340069
1828,6921065.689145729
1837,7998870.513377398
1838,9047109.582231585
1840,4867125.188677125
1841,8999343.64747472
1842,9839819.71730514
1843,5868619.949921973
1845,8013728.4080330795
1847,4345710.562571572
1848,6566021.012959618
1853,5287152.4329940835
1855,8094259.9549950855
1856,7273956.001322698
1861,9433922.321267901
1864,7661925.724325725
1871,5739580.319947246
1873,4411904.606789653
1874,10017538.16893771
1875,8301947.494728757
1876,5935288.654183193
1877,4538531.2534225425
1885,7714011.730485553
1887,6636749.017412018
1894,7803452.864526164
1896,9079523.44795063
1897,8992156.19874302
1905,6569655.354479568
1908,3217575.358829272
1909,10727716.94243967
1912,5071760.136531382
1918,11188752.448212124
1922,10522910.775144307
1923,6912896.925173985
1926,7831542.892778052
1930,5696325.486994895
1935,6812007.531784131
1949,5516231.926437248
1960,5594363.840401825
1967,6338164.445943997
1968,7641166.286207628
1969,4745270.276347559
1973,5861676.56158218
1974,5667112.488986179
1976,1663337.1620956848
1977,6157164.427867198
1978,9587048.370007122
1982,9044295.894554975
1986,4055411.3340556654
1996,6681858.501610917
2002,4619623.434188815
2010,9426633.300925227
2013,7009605.736193308
2014,4252353.84160618
2024,5944394.2285479065
2026,2059757.041880852
2027,7441712.472552
2028,5488436.0886147
2031,2076841.8413175526
2033,5367365.513210723
2038,7817754.13333974
2041,4388126.528611109
2047,5488436.0886147
2054,5586779.8071317095
2055,6756789.230290902
2057,6460305.873717885
2059,5443877.635131509
2062,5592919.378679097
2063,6573320.441543426
2074,1397443.4228149746
2077,5726854.849368078
2089,6676532.293080055
2092,7768835.401154999
2095,4033929.0598358093
2099,7619782.435665093
2108,6691737.300750433
2116,3212394.6393122775
2117,8150380.459366801
2120,3771966.711994019
2130,4846477.980164992
2131,1724732.7976479814
2133,4951219.891782966
2135,4677878.485542807
2138,2448451.425828103
2139,7054078.092559516
2140,7777353.128550919
2143,4335007.92523562
2144,5672614.845810895
2146,4956611.2575983135
2148,1734643.9967330017
2153,7702801.481121444
2160,3137506.1045205602
2173,5918771.714613184
2179,5820768.914815802
2180,7370145.288370743
2181,2448451.425828103
2182,831071.6152295726
2183,2250243.8042070465
2184,6138015.450086291
2189,2632030.5069650216
2190,6767476.846663973
2191,7182956.099171582
2192,7035771.944320863
2200,5115698.8721934445
2205,3523883.609774465
2206,5955485.225305269
2207,7469773.491916426
2212,4531386.981850484
2215,1730758.0200724583
2219,5976116.524839348
2229,8020183.228273647
2232,5019471.320876411
2238,5057563.0383774955
2241,7045287.776858514
2244,3653832.408317184
2247,497672.3595385422
2249,6149769.316450223
2250,1282396.722972135
2254,6105280.494192196
2255,5596020.834243534
2262,5932797.85925804
2264,5690612.608225992
2268,6869832.09041632
2269,7331670.547663805
2281,2374560.5183358327
2284,7708123.785571638
2288,4263355.633773828
2296,5547551.562088993
2299,7388843.690045191
2300,6508451.222742353
2302,7454764.8904680265
2305,8755424.823701387
2310,4859550.619757672
2325,5915477.760870569
2327,4555116.880820552
2332,6325048.2661126405
2333,4532506.582968235
2343,6733743.072146341
2347,8507806.964060698
2350,4258823.366220725
2356,6304478.4741515415
2359,9791639.01873795
2365,4336705.180672022
2370,4163580.8022286748
2372,7132518.704799799
2375,4957833.388747707
2382,5619969.56550994
2383,8057371.72667447
2386,4101078.203856145
2390,6147893.126516905
2398,3206196.595035191
2403,6855807.797056716
2406,5389275.000898998
2411,4985303.310746783
2418,3123701.6484199115
2419,5945425.218039853
2422,6644796.80686202
2429,4730483.500257836
2430,6362013.683226889
2431,6674826.074346049
2434,5385588.759273492
2439,5830123.457575997
2443,5932916.068555207
2445,9808355.379771983
2449,7083643.87709244
2452,4339072.430436652
2456,5824652.445587419
2459,9096100.753395805
2465,5399466.075114064
2476,4255834.5033537615
2485,5596020.834243534
2488,3263883.1565479413
2490,7639560.823782604
2491,7151595.636574875
2492,5380368.71355968
2501,2318738.6420822977
2503,6453374.055510039
2506,5703813.949817491
2508,5400565.75077673
2510,3205576.0703458055
2513,7099278.999837889
2520,5508090.526787642
2521,4577943.872338335
2525,6183201.046506098
2526,1062024.9894708165
2529,5163882.441293417
2530,3952125.0196523922
2535,1819368.8199984098
2536,4035832.4495070498
2540,287933.39649570873
2543,1796064.1256646938
2547,5109037.0086321
2549,740453.8915548231
2558,4137580.148552453
2559,3796864.5736743677
2562,5060219.896203803
2568,710716.1302238356
2570,3953004.6545066093
2571,3842475.9928869437
2573,1551796.0149065412
2575,3939397.724805732
2576,3353303.806333498
2577,3357304.0776141062
2578,3208694.2809147355
2581,4492061.178097764
2582,4203182.900719125
2583,5456090.987477205
2584,3779570.1004827013
2586,740453.8915548231
2587,4208538.87446757
2595,2768081.264207652
2600,4388894.102212096
2603,4204564.649267289
2604,4453463.824394583
2605,3207654.864426868
2606,4364845.104115998
2610,5028393.302385215
2613,4323653.054783033
2630,4998177.727048509
2631,733297.6297626536
2632,5034134.051008762
2652,4424094.11521816
2659,3420803.9074218962
2662,5470936.2765548015
2665,1378701.371820007
2667,4733719.953926233
2668,5682377.594357375
2672,3284145.7449860713
2674,3029468.5688134315
2675,3207654.864426868
2676,4354444.529597873
2678,4038498.683929849
2685,4260656.624742742
2689,2369415.384021348
2691,2657585.9258188335
2694,5134492.716614141
2695,1581567.2183583262
2697,3355065.9575799406
2699,4480795.394726341
2700,3216497.617274494
2701,2657630.1652884562
2705,3807102.282926965
2716,2921912.4566560723
2718,3346395.8862460414
2721,3348228.339720289
2733,4652988.849257603
2737,1448214.6567356815
2739,5567465.093218764
2748,4117047.4400459058
2749,3585821.0613549855
2752,3943087.357029588
2753,2759458.540911569
2755,697832.6068433526
2765,2401116.2345830663
2766,3207654.864426868
2774,4034690.885427949
2775,3953004.6545066093
2776,5013852.491869872
2777,2401116.2345830663
2779,3197106.977749354
2785,5489748.590118699
2786,6331962.485644022
2796,4423345.717124707
2797,2658069.7092487775
2805,5142935.828809164
2807,4942048.3362346105
2809,6652320.887701761
2810,3209405.4874853124
2816,3434244.0692465063
2817,4138455.141858236
2819,4883265.80530539
2827,4076651.066236106
2833,3705782.185208584
2835,5238731.176654738
2837,3709378.565928175
2841,4645848.412448809
2842,4930917.923024097
2843,4908056.9610546
2851,3012595.9493580894
2854,6084694.028482664
2860,3108191.3425068413
2863,2377620.9760425165
2869,4029178.7909506555
2874,1554880.8227121688
2876,1304724.3242440126
2877,4171698.0780051034
2878,3939397.724805732
2882,5665670.270982241
2887,3229951.994867471
2889,4066216.3637183295
2890,3431253.9955095695
2903,4431993.423556705
2906,2126330.3878635354
2910,5408656.699318692
2912,4963394.32695816
2913,3064262.7450251407
2918,4388860.5394972265
2921,3358546.7774851397
2922,5063014.3348596245
2925,6462020.408325825
2927,3723182.7251894786
2930,3708617.2363579758
2936,2920582.8481495976
2937,2115957.64022284
2943,4480795.394726341
2946,445899.2174963148
2947,3208694.2809147355
2949,733372.731682206
2952,3428156.835065388
2953,2771480.546028545
2955,3779889.005172222
2957,3221322.033448292
2960,4030830.6029146346
2962,2584298.5340001225
2963,3953004.6545066093
2969,5229012.344358899
2977,3208694.2809147355
2979,3709784.1787822666
2980,5238731.176654738
2992,5221260.793470412
2994,5218444.694365971
3002,4133082.076789291
3008,6148529.922050556
3009,1553270.5541167757
3011,3349539.2844505357
3016,4613962.32061928
3022,4573150.996717277
3023,4033791.882420991
3031,3952125.0196523922
3035,3703753.837455399
3039,4234534.062862036
3045,7161952.218187582
3048,3937953.3399697975
3052,3023608.565652918
3055,4910822.037497831
3056,4419343.64475974
3058,1796412.36590705
3068,5114141.847553584
3069,5213194.050149663
3070,6000940.14234888
3072,4647906.421362603
3073,4904065.112546943
3074,5440037.906860428
3075,4118562.7792817624
3077,5221326.691081932
3080,3698901.6187988543
3091,6118010.443695813
3102,3424582.189801545
3106,3423822.958368903
3116,3694826.2247528615
3123,2651263.9831010913
3124,3659112.492465558
3126,3936593.590014341
3130,3521412.645398596
3137,1510355.214668557
3139,2044867.5790261514
3146,4657096.949195314
3147,4126344.7689881744
3152,3650483.292522938
3160,3279703.5816079914
3166,2790442.9498471697
3168,3680975.905377169
3170,3213950.1531439223
3172,4137967.179267964
3173,5450450.459359508
3176,891305.6477166796
3177,1982501.0450003438
3197,3372945.488105343
3200,4297693.580563084
3201,4345775.206699442
3204,3632284.8416594197
3206,4381603.364967751
3210,3118567.2870270256
3219,2655039.4022913584
3220,2552365.718844519
3229,2572931.962059117
3232,4641705.1049726475
3235,3088261.761660858
3236,2673062.8989486634
3239,2229348.9253889723
3240,653172.1012836356
3249,3183740.798926035
3257,3898978.4544419507
3260,5041161.999044587
3262,4469032.553375943
3264,2052746.5048768877
3267,3183212.688847204
3268,2649202.305854381
3272,3489836.594347709
3278,4335102.356361609
3286,3111885.8904297766
3290,2103758.4130731365
3291,2548565.33914633
3292,4295128.643050602
3293,3300156.0023416434
3296,2320868.9418349294
3305,3191446.884107525
3308,3001318.886733905
3309,2991759.742619638
3315,2655020.032495674
3319,2835812.224649394
3320,3001815.4447415825
3326,4370700.13557827
3330,4154210.4635011074
3333,3010418.395465186
3334,4745683.550711393
3337,4256474.174152015
3341,3229141.60638944
3342,3432875.498939478
3343,2943361.8207282335
3345,3568042.2476351107
3346,3315723.6715578204
3347,730855.8563232062
3355,3755188.7428357326
3358,2327939.884643401
3359,2847221.219318688
3361,5008906.048340417
3362,4479916.589554109
3364,892079.2840199136
3365,2460969.2488947883
3367,3024793.07521069
3369,3570120.060466376
3374,4250617.124151807
3386,2815551.139035561
3389,1760638.922673766
3390,3191470.3716077413
3395,3149187.623552206
3403,3990664.2912169173
3410,2915509.7329317085
3411,3407275.942291269
3413,2338566.1085429722
3417,3778080.054511449
3419,3998626.4202497727
3425,1760682.0836421396
3426,1760986.4966511058
3429,673497.1434760807
3433,2794457.6346606063
3436,4335102.356361609
3445,1760682.0836421396
3447,3374148.561621223
3448,4439630.401345
3454,2998005.2965603736
3461,3088261.761660858
3468,3577275.033314659
3470,2655020.032495674
3475,2338566.1085429722
3482,3229674.477442053
3484,3012663.6743723024
3491,5663221.492909693
3492,580118.0531094028
3496,2316321.252146849
3500,3443819.1506805806
3514,408721.6602290491
3524,3882326.808362706
3526,3946087.2053202437
3527,4300030.189121212
3528,2961888.503054136
3532,4392536.400688579
3534,3883372.629069422
3535,3319735.7806752557
3539,3998626.4202497727
3540,3000321.505882682
3555,3283330.885712997
3563,2223754.4251058646
3569,2220143.298362219
3572,3986918.6211715504
3575,3568042.2476351107
3584,3015355.0366216507
3588,3899513.3502605353
3597,4348215.019830057
3598,3140455.897792607
3601,2550972.743413837
3612,3899633.982840017
3614,2690844.646961953
3615,1814278.9794050034
3618,3706947.03205761
3625,2646621.52298954
3655,1314456.6456126617
3661,2330579.40070217
3665,3984453.383684398
3666,892079.2840199136
3675,3372945.488105343
3683,5402130.73445252
3685,2047081.2068506554
3688,3633264.653976146
3690,4833776.332302794
3697,3001318.886733905
3710,1095916.107639063
3716,3086475.89670443
3727,3214993.3656503926
3738,2508138.943568295
3745,2153047.022995998
3749,4753359.886152138
3754,4631699.7580378335
3776,2837161.960856167
3778,5476685.534196918
3784,3772872.491336204
3786,2550972.743413837
3788,2229718.110784735
3791,3672962.7093902067
3803,3481162.039200031
3809,4621872.35609033
3811,2663108.803125099
3817,2942731.048774415
3820,3553613.4084674604
3824,3275543.3923857217
3826,2290317.528209331
3829,568238.0151377934
3831,3435700.3668342703
3832,3350055.4356945097
3836,1564271.4090147803
3845,3100133.2280035387
3846,2447072.9706491614
3848,2873412.3115019994
3849,2341171.7813213645
3857,1755089.5282449743
3859,2232885.851417377
3861,2749823.945669625
3867,3229686.3323481292
3876,2283805.749949912
3877,2163210.6573049803
3878,610895.9454838055
3883,1831430.7593987721
3885,2502176.556521967
3889,1864444.1477485392
3890,2230834.5246828087
3891,3057360.8718928974
3913,2259489.1180105894
3920,3814007.8390039112
3922,1532722.9842965726
3930,2280765.9818296926
3931,3381344.8986567017
3934,4240067.761312869
3941,2962084.8485297244
3942,731009.5930014643
3945,2235708.510633621
3950,189551.12066672268
3951,1034902.395296653
3959,339921.7107924344
3960,860020.55289177
3962,1396010.5815992167
3972,4248208.8178012725
3982,1829011.9339375352
3984,2872783.6794560733
3986,1821413.02247793
3988,3119552.22368148
3989,3523209.3640270717
3990,2766706.5329776374
3991,2294640.6149325278
3995,1742464.9027692454
3997,2158985.0107583515
4000,2759830.6533586173
4002,2095844.873325661
4007,1831568.1853647656
4010,2466629.0207837857
4012,3131943.149832968
4013,1674891.5893071694
4019,2214603.34628918
4028,167899.6235369266
4032,2590353.844709241
4035,2439780.4680785467
4038,2155777.245409634
4040,3375818.51073952
4042,2338548.8697107728
4046,3224969.422144184
4054,2588498.4837415675
4065,3883184.731575277
4073,1668432.8728278254
4074,984807.4910854974
4084,1765894.3302661474
4106,2313852.542421055
4108,1176793.1477717925
4109,1157223.392411156
4110,3697715.265763209
4111,2232233.3702655956
4112,2872783.6794560733
4113,1466304.0784944226
4115,710485.2559986506
4119,1977679.6078959652
4123,3322579.185316342
4129,2141049.8526096707
4131,1667335.3425321241
4133,1358385.6302560968
4138,3217118.121530575
4143,1948373.4521964197
4146,1948373.4521964197
4151,1667462.508206609
4161,984807.4910854974
4163,2155793.2209614394
4166,529324.2731237875
4168,2342892.115091879
4171,1750394.1789902714
4180,2094689.4381721553
4185,1781920.380136295
4189,3213387.7270314423
4190,1349817.2980589448
4191,2313852.542421055
4197,1670264.5545074334
4201,1668391.050323113
4208,2349722.584432856
4213,1668560.3697638863
4219,3732855.344561731
4221,3003750.170645451
4226,1367524.4327823862
4233,2593332.607667218
4241,1399450.9349373172
4245,3638885.2022853345
4256,2155909.769894546
4261,2448604.808128843
4262,3185213.5918255984
4268,318169.366427571
4274,256062.6312105573
4278,1742464.9027692454
4279,2139873.118055037
4280,3127076.36910891
4289,2235708.510633621
4291,2939900.9436113737
4294,2537137.3817708455
4301,3211650.246461923
4308,2246951.86427881
4310,3456480.6018946106
4312,2614149.805907669
4315,2453991.966884591
4321,2748298.900255342
4325,2232562.9226256977
4326,1944969.0273240535
4327,1781785.59282804
4328,686030.8019783006
4329,2149179.0045398837
4341,1821783.5958663279
4343,2154080.156780506
4349,2466629.0207837857
4350,1367524.4327823862
4357,1937984.5712691639
4359,1751095.6260175498
4362,518381.50815927074
4364,1667575.711588971
4366,1903553.5607685205
4369,520054.7967079389
4376,2990408.4677341445
4380,2851554.208718934
4381,2502690.0910421065
4383,1157223.392411156
4388,1871790.4052745623
4395,3831525.7732187547
4396,2758238.0961497235
4407,1569177.8840248643
4414,2506435.768051763
4415,1515889.8456015694
4416,3286526.9054193906
4419,709629.469304977
4425,2313852.542421055
4427,3128343.4532350283
4432,1667575.711588971
4433,2341407.996885614
4435,3100133.2280035387
4440,3221864.736442931
4441,658514.4706068526
4443,1649079.242540691
4446,3833665.660155542
4454,3014670.0134199774
4462,2224037.831134933
4474,3019094.782178163
4481,983744.3830267014
4484,3597194.3371221586
4489,2013495.6510135843
4491,1816091.565020039
4492,2522073.442454844
4505,1440044.1565171978
4510,1424120.9969753579
4520,2226309.6903197295
4521,2150380.5045447885
4522,2149195.263849524
4529,856582.0659081106
4531,1631497.899598009
4532,1825030.928406078
4557,2192800.4147514775
4561,2362919.300634812
4562,2249670.5003421274
4564,1542269.9092650453
4566,992291.2939983921
4571,2464010.8749292577
4581,2437001.3230723394
4584,3400613.8093892927
4585,2136899.1858405434
4590,2187697.6948568416
4594,1959325.2029770366
4595,1308712.0801574525
4596,1831814.175495779
4598,2019916.5908269668
4601,2192800.4147514775
4604,2961034.944138078
4605,3023022.825663416
4610,1896904.8396991203
4618,1602793.2333858176
4619,2240286.2571535693
4620,1235181.094314096
4623,2756567.605600257
4628,1501510.4956035689
4635,1528514.5711169902
4645,1298597.8448108041
4652,2323051.5430521783
4654,1361897.8639875674
4655,2464010.8749292577
4656,1997734.259283967
4657,620128.3279863868
4661,671895.5012050516
4662,1299410.2111767943
4663,675085.0689606573
4665,2066281.4574502103
4670,2106064.445345572
4671,2064727.2177215433
4672,2322257.596805455
4675,1294048.2555410536
4676,1361928.0930321577
4678,2355004.794965469
4681,1186090.4086344955
4684,1704579.1409958424
4687,1186180.4690084737
4697,2835223.1816026834
4705,1820928.2590171362
4707,1901743.237961069
4714,1748057.7462075937
4715,1820461.8626315023
4717,1493426.6736537102
4721,1411388.8875095814
4725,2250965.6454405645
4726,1601112.4111106195
4730,2411924.6703628106
4732,1774981.952847048
4734,1927528.770650387
4735,1461455.274900503
4741,1861088.0974453369
4750,2185411.9780636327
4757,1421509.5034614345
4760,2189606.926130615
4765,1600231.8669407507
4767,1216178.0581673048
4769,1722997.3170522526
4770,894036.4596612361
4773,1480154.824322889
4775,755276.9173769613
4779,1876243.4616575753
4783,3665749.2536315788
4787,1361794.4985612035
4794,2244870.0401160503
4796,2381943.9585860413
4797,1419569.5806309404
4801,2190796.238937062
4806,1999201.610924038
4808,2424950.682640185
4814,3079149.4519014414
4820,1689037.4568096024
4825,1818047.3508553864
4828,2239897.0060207443
